15091260	DE	-1	f	3014	1232244294
49010683	BE	45	m	672	1333595506
48107907		-1	n	937	1329685378
11355486		26	m	45279	1216686693
48246424	CL	19	n	155	1330298300
15680309		-1	n	22071	1233836600
48630409		-1	n	1250	1331986447
40157035	PL	-1	f	22017	1308407169
30653790	RU	18	m	45454	1277280138
47958628		-1	n	974	1329054316
49188797		-1	n	188	1334314695
6249607	JP	38	m	82530	1177316392
41782394	FI	23	f	1318	1314199696
49257288		-1	n	1569	1334594558
45784861	US	-1	f	1710	1321732187
25948352		-1	n	478	1263437457
45513367		-1	n	143	1320699677
26474931	PL	-1	f	8356	1264803767
10939943		-1	n	43501	1213988917
14254785	US	39	m	15587	1229146389
39611842	PL	19	m	9986	1306315268
5260729		29	f	40107	1166662494
18260493	DE	25	m	1580	1241020063
47151716	US	-1	m	11616	1325741650
48639036		-1	n	1546	1332015589
30376857		-1	n	12609	1276361324
38890915	US	18	f	11334	1303505119
47610721		-1	n	418	1327571664
49865296		-1	n	637	1337359627
30793252	RU	19	m	7836	1277737296
48025921	UA	27	m	4931	1329339533
48736719		-1	n	1091	1332429377
45779998		-1	n	1316	1321719573
40597925		-1	n	517	1310089128
29611604	NL	24	m	9197	1273768625
22084952		42	m	1187	1256014793
22752482	PG	-1	f	384	1258433585
49291074		-1	n	1585	1334730692
49539884		-1	n	623	1335803640
46806782		-1	n	1200	1324486848
11265475	US	20	m	43858	1216343710
30352097	UK	23	m	772	1276277070
45467399		-1	n	1542	1320528648
8630629	FI	27	m	62508	1197471118
47135070	ES	18	m	5825	1325682535
35091976	US	20	f	58634	1291405734
18543654	RU	24	m	1059	1241986454
46910232	DK	47	m	322	1324850314
13236688		-1	n	1220	1224848651
2355490	US	25	m	36134	1110836691
10924519		-1	n	912	1213877597
49906443		-1	n	1997	1337562424
31232738		-1	n	2443	1279174552
11781960	US	-1	f	43172	1218640166
2960961	DE	-1	m	23341	1132697763
46880913		-1	n	4822	1324753321
50050696		-1	n	122	1338306993
45734880		-1	n	9920	1321543240
49908141		-1	n	23	1337571208
42059226		-1	m	17005	1315128892
31946934		26	n	13999	1281382338
38493523	DE	23	n	616	1302042034
3349211	DE	23	m	122794	1140371136
26369745	ES	36	n	1766	1264515815
49945975		31	m	293	1337773916
49648163		-1	n	316	1336310536
4185060		-1	n	3670	1152294388
19569669	PL	18	m	15999	1245772426
3849831		-1	m	25734	1148828984
2314453	US	44	m	37030	1109306222
28961330	PL	18	m	6411	1271621539
8142234		-1	m	16038	1193349104
49322787		-1	n	1410	1334859587
2402373	ES	33	m	31333	1112976580
48066848		17	f	2542	1329519548
48376565		-1	n	1145	1330885994
36744301	IT	26	m	1106	1296298753
48868511		-1	n	893	1332995459
47686737		-1	n	376	1327883078
49843327	DE	15	m	256	1337250471
41572491		-1	n	394	1313471495
45615384	FR	21	m	1318	1321106578
42653446	BE	33	m	10324	1317292270
4638519	TH	19	f	131183	1157895398
21541504		-1	m	108262	1253838374
49741347		-1	n	905	1336752718
45893322		-1	n	494	1322119162
46956202		-1	n	534	1324999888
42280676	US	52	m	926	1315897404
33054240		-1	n	1074	1284850739
7431540	DE	26	m	36052	1187546892
3873064	NO	26	m	82882	1149092025
49010653	US	18	m	431	1333595360
17589184	PL	19	m	89647	1238918030
49573467		-1	n	385	1335958221
38978715	RU	17	m	69084	1303816404
49542895		-1	n	346	1335814544
45895804		-1	n	9443	1322132981
37586968		-1	m	33098	1298940296
33934929	UK	17	m	5721	1287848072
42404338		27	m	6407	1316358875
16049594		-1	n	272	1234860412
48822987		-1	n	3880	1332795131
32624053		-1	n	780	1283452129
6846983	DE	34	n	1426	1182113608
35365785	UK	22	m	47239	1292281248
4058582	US	4	m	85964	1150942705
45657582		-1	n	1047	1321232696
8086809		-1	n	69556	1192917986
47590878		-1	n	2513	1327484692
13121358	NL	20	f	41990	1224417669
31330508		-1	n	11298	1279486710
48507102		-1	n	1467	1331462603
5810985	US	24	n	1438	1172863401
49094294		-1	n	1716	1333936501
21870939	RU	23	m	19140	1255181331
42539571		-1	n	393	1316867020
3171175	UK	-1	m	25947	1137349030
48909617		-1	n	333	1333178279
20329518	BR	22	m	20709	1248828867
48629905		-1	n	1954	1331983981
5828270		-1	m	45523	1173029812
42293100	US	17	m	12514	1315946833
21781655	CH	3	n	13647	1254836991
3111090	MY	28	m	368408	1136274651
40408347		-1	n	1949	1309350874
49030842		-1	n	9551	1333680302
45501658	ZA	-1	m	984	1320649647
22226771		-1	n	364	1256420807
6539476	DE	23	m	45254	1179783919
37673156		-1	n	603	1299266691
47750094		-1	n	243	1328167663
4165211	DE	24	m	15720	1152096732
40836348	UK	-1	m	1120	1310993554
31765841		-1	n	276	1280847650
29206195	BR	22	m	20976	1272413660
11237141	UK	-1	f	13607	1216206783
28092049	PL	21	m	25547	1269098442
38265087		-1	n	1623	1301210952
38237159		-1	n	3788	1301119582
47329506		-1	n	1437	1326430300
32913610		-1	n	5306	1284376451
6597632	BE	35	m	251054	1180288995
8624461	CL	-1	f	166	1197406404
6202985		-1	n	2083	1176845892
45472677	BR	16	m	22775	1320545349
31953026	BR	22	f	10506	1281397063
17716010	BR	18	m	1080	1239313458
14097754	US	24	m	52223	1228419789
21024820	RU	-1	f	300	1251710841
47065133		-1	n	337	1325390648
35393128	US	-1	f	1536	1292371979
46231570		-1	n	614	1323260476
21897120		-1	n	257	1255276499
3247600	CA	27	m	72165	1138590730
9081321		-1	n	2726	1201119356
47280075		-1	n	441	1326248681
14127895	DE	24	n	100697	1228566603
48674684		-1	n	1121	1332169462
16160168		-1	n	115773	1235156301
23703136		-1	n	478	1258863020
38294401	TR	27	m	3848	1301318027
39724380		-1	n	9317	1306762361
21995980		-1	n	1019	1255654005
50035386		-1	m	346	1338227238
48897936		-1	n	1170	1333128079
46828943	DE	26	f	176	1324568978
48213439	PL	17	f	1734	1330168906
5181626	BE	44	f	16646	1165607594
24263452		-1	n	5176	1259782555
34501453	BR	20	f	449	1289577459
5438330	UK	23	m	115950	1168882625
49551413		-1	n	749	1335856791
42818579	CA	-1	m	2830	1317930914
2384935		-1	n	26057	1111852639
23073449		-1	n	660	1258504816
42312481	RU	17	f	12833	1316022541
5257176	DK	111	n	41211	1166630502
4493882	UK	28	m	46810	1155859087
49108726		-1	n	1196	1333996355
49316214		27	m	572	1334835560
47591552		-1	n	299	1327488861
17366091		-1	n	3824	1238238150
2246757	UK	38	m	66781	1106834829
7785840	UK	20	m	44126	1190136752
7859083	MX	24	m	33731	1190822700
49676640	UK	26	m	813	1336436894
4662608	FI	26	m	5234	1158249247
28033289	PL	21	m	22590	1268926008
49007041		-1	n	1307	1333579386
4402180	RU	25	m	214319	1154883090
20129458	CA	-1	f	11897	1248039298
5430023	DE	29	m	2223	1168794879
31744042	RU	21	m	5688	1280776984
48320366		-1	n	959	1330637920
5009726	BR	-1	m	19578	1163212895
49958824		-1	f	1839	1337835416
10078033	PL	18	m	109708	1207396271
36867703	HR	-1	m	4481	1296674405
39541724	DE	15	m	16136	1306015919
48925694		-1	n	1493	1333238919
45144006	US	22	m	3600	1319236095
22933237		-1	n	1752	1258488105
48019523		-1	n	458	1329317349
22903311		-1	n	1354	1258483872
13606651	DE	41	m	26700	1226227381
39266568	US	-1	m	22	1304901908
2162156	SE	37	m	66217	1103558973
16277541	UA	31	m	55467	1235426904
40921220	BR	25	m	5709	1311299503
21355846	BW	24	m	13580	1253053290
29233891	US	-1	n	19684	1272507661
37292454	PL	17	m	16001	1298031400
37394329		21	m	1567	1298323006
36796179		-1	n	152	1296435692
49779697		-1	n	1972	1336932472
7694629	SE	28	m	73664	1189342278
30503453	DE	-1	m	934	1276793213
17635523	PL	23	m	54338	1239057338
48360974		21	m	3469	1330821327
39557487	BR	18	m	13929	1306079768
48055681		-1	n	825	1329476646
8812143	NZ	22	m	47089	1199185280
40650988	FR	21	f	12798	1310299538
17885557	UK	23	m	1866	1239866679
3320765	IT	37	m	14291	1139768429
12165023		-1	n	23438	1220385905
26044203	UK	-1	m	24971	1263673780
49335625		-1	n	1411	1334919775
30620291		-1	n	706	1277173953
5537974	UA	-1	m	103506	1170007030
48889505		-1	n	690	1333089938
38745085		-1	n	12240	1302981054
15130563		-1	n	5542	1232358050
48896981		-1	n	608	1333124662
49428190	DE	17	m	897	1335301413
48668803		-1	n	1937	1332138229
29641263		-1	n	635	1273867119
4798364	BR	28	m	80117	1160066943
7866510	RU	37	m	147493	1190898743
49937190		-1	n	634	1337717593
49646131		-1	n	748	1336300869
45914696		-1	n	2116	1322199996
8113887	ES	-1	n	9222	1193132435
48759419		44	m	1652	1332528037
48521140		-1	n	472	1331511159
49034975		-1	n	937	1333701202
48319324	BY	23	m	1727	1330634491
21912302		-1	n	4173	1255334108
49579343		-1	n	1560	1335983038
5503824	CL	22	f	138421	1169601529
19004813	RU	26	n	13458	1243632353
14084714	MX	35	m	114786	1228355921
49857286		-1	n	1645	1337316483
45469778		-1	n	5406	1320535711
26986899		26	m	80970	1266094864
2035866	SE	29	m	270142	1094768894
46912950		-1	n	884	1324857471
17805038		-1	n	2633	1239616443
15397094	DE	-1	m	71995	1233076931
4482817	NL	21	m	21228	1155746829
49757393		-1	n	233	1336831824
48407701		-1	n	1751	1331019151
33078925	SK	21	m	14782	1284927002
33724726	US	32	m	16682	1287117360
21079420	TR	19	m	1921	1251926243
2956245		-1	n	15525	1132592965
48572416		-1	n	463	1331733604
42682126	US	35	m	1751	1317403780
5061911	ES	-1	n	42820	1163954151
47607962		-1	n	1197	1327553272
25514987		-1	n	989	1262404293
25800129	EG	23	m	3892	1263079433
21936734	FI	17	m	55121	1255430961
48299718		-1	n	1923	1330546825
49080338	RU	18	m	210	1333888598
47402173		-1	n	2145	1326685004
22303049	UK	-1	m	11219	1256670609
18257000	JP	31	m	22855	1241011605
42989108		13	f	1137	1318583922
47496235		-1	n	1839	1327086132
49457659		-1	n	535	1335444668
49236937		-1	n	218	1334512031
48013400		-1	n	241	1329281480
34546437		-1	n	919	1289702940
48425921		-1	m	1073	1331106420
47826013		-1	n	459	1328476701
46845905		-1	n	10195	1324624347
6298130	US	23	n	143963	1177803525
9250121		-1	n	960	1201915359
47732806	RU	19	m	747	1328094788
6076178	CA	-1	n	48687	1175571054
3357970	NL	34	m	156333	1140530709
21449300		-1	n	379	1253465625
39024071	DE	-1	n	1372	1303992899
47675220		-1	n	756	1327846809
7087560	DE	25	f	58823	1184328250
18889223		-1	n	1195	1243222913
6036091	US	24	f	94129	1175136229
4380310	PL	38	f	55323	1154616380
10994995	IT	20	m	22463	1214425275
43100510	US	27	m	553	1319007196
49112848		-1	n	1265	1334009975
34313628		-1	n	458	1289013075
48501675		-1	n	1298	1331435988
27676593		-1	n	2706	1267917054
6364206		-1	n	94919	1178379414
49123308		-1	n	785	1334058825
49578450		-1	n	365	1335979853
49358543		-1	f	739	1335016851
21523365	US	-1	n	19911	1253767184
41977228	BR	23	m	6549	1314844202
2218972	UK	25	m	149154	1105900904
48671286		-1	n	1078	1332153713
41227223	US	32	m	3314	1312251736
29022217	BR	21	m	25821	1271822114
48923274		-1	n	613	1333229299
47579113	PL	23	m	1884	1327432295
49212016		-1	n	2104	1334416336
35600084		-1	n	1917	1293047582
11553872		-1	n	6651	1217523918
19755077	DE	-1	m	2544	1246528499
39686641		-1	n	3834	1306614921
11989443		-1	n	1690	1219643296
11055595	RU	18	f	10087	1214935085
30709362	RU	32	m	4145	1277459771
48670015	US	20	n	4684	1332146035
5758218	LT	23	m	118700	1172349993
32123379		24	m	18557	1281915935
14973344	IT	50	f	1213	1231950031
48219710		-1	n	2731	1330192539
17111949		-1	n	1155	1237506317
23179237		-1	n	8154	1258526490
48315009		-1	n	1825	1330619809
14131411	DE	33	m	32703	1228579701
36184365		23	f	1813	1294554117
49123985	IT	18	n	622	1334061649
48415104		-1	n	499	1331056660
48598994		-1	n	1565	1331843486
27646462	US	-1	m	40732	1267841410
21969825		-1	n	4798	1255551166
3926377	DE	22	m	146025	1149598991
38026299		22	m	12407	1300386776
48618601		-1	n	344	1331931468
49735634		-1	n	268	1336725335
37474228	NO	-1	f	15535	1298587478
46138224	DE	49	m	1036	1322996838
12447893	FR	38	m	35638	1221583497
36065110	UA	-1	m	33745	1294225429
5280233	PL	24	f	23162	1166908889
33194903	AU	25	m	60812	1285331730
22892016		-1	n	1365	1258482281
25754512	UK	53	m	1621	1262982649
48961125		-1	f	1065	1333388195
49639406		-1	n	822	1336263592
49220821	BR	111	m	785	1334445510
49690071		-1	n	77	1336502903
9313329	UA	26	m	55831	1202313410
48105412	US	-1	m	2612	1329677508
12104310		-1	n	8665	1220126264
40137556		-1	n	294	1308332640
24399375	US	16	n	15425	1260083249
43109689	FR	50	m	132	1319048436
28077438		-1	n	73473	1269050159
47051632	UK	22	f	274	1325350652
26555982	US	-1	n	35700	1265003237
48760842		-1	n	831	1332533324
18699070	PL	22	m	19503	1242557539
